Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
C# and .NET Essential Training,"Microsoft .NET is a modern, cross-platform framework for developing applications for the web, desktop, and mobile devices. This course gives an introduction to some of the features of .NET that makes building applications easier, more performant, and more productive. Veteran technologist Joe Marini demonstrates how to use built-in capabilities of .NET such as string processing, data collection types, number and date formatting, reading and writing files, and even working with regular expressions. Joe also introduces hands-on code challenges to help you practice what you learn. By using these built-in features, you can focus more on your core application logic and less on having to build common capabilities from scratch.",Course,2022-10-25 10:57 UTC,N/A,false,N/A,
Java 8+ Essential Training: Objects and APIs,"If you want to build applications for mobile devices, desktop computers, or the web, you need to know Java—and keep your knowledge up to date as the language evolves. Java 9 is changing quite a few important aspects of the programming workflow, particularly the handling of objects and APIs. This course is the second in the <i>Java Essential Training</i> series, which provides the foundation for learning Java 9. Instructor David Gassner starts by showing how to debug Java code in IntelliJ IDEA, and handle any exceptions that occur. He explains how to create custom classes and understand how Java implements inheritance, a core principle of object-oriented programming. Plus, learn how to store data in memory with the Java Collections Framework, extend Java with popular APIs, make network requests, and package your applications for deployment in JAR files.",Course,2019-12-11 08:55 UTC,N/A,false,N/A,
Career Advice from Some of the Biggest Names in Business,"What if you could get career advice from the world's most influential thinkers, leaders, and innovators? People who have run the top companies, created the most beloved brands, transformed industries, and changed the world? Now you can. This course brings together the best insights from our collection of interviews with LinkedIn Influencers. CEOs such as Richard Branson, Bill Gates, Indra Nooyi, and Meg Whitman reveal what it takes to get your foot in the door and then work your way up. Discover why Starbucks founder Howard Schultz thinks that conviction is so critical, how Oprah found her vision, and what actress Priyanka Chopra does to find the next challenge. Each interview provides short and thoughtful tips you can use to propel your own career in the right direction.",Course,2020-12-06 09:17 UTC,N/A,false,N/A,
Applied Machine Learning: Ensemble Learning (2022),"Do you want to grow your skills as a machine learning practitioner, but don’t know where to begin? You don’t need any formal training in data science to start working toward your goal. In this course, instructor Derek Jedamski shows you how to harness messy data, find signal in it, and build models that make powerful predictions with ensemble learners, one of the most common classes of machine learning algorithms.<br><br>Review the basics of the machine learning pipeline to find out where ensemble learners sit within it. Learn about the underlying theory that drives ensemble learners, covering examples of ensemble learning in Python and then implementing models of your own. Explore concepts like boosting, bagging, and stacking, and how to use each and when. Get the tools you need to ramp up your predicting power and advance your machine learning skills today.",Course,2024-07-29 06:07 UTC,N/A,false,N/A,
Git Essential Training: The Basics (2019),"Learn how to use Git, the popular open-source version control software, to manage the source code for almost any project. In this course, Kevin Skoglund explores the fundamental concepts behind version control systems and the Git architecture. Using a step-by-step approach, he shows how to install Git and presents the commands that enable efficient code management. Learn how to add, change, and delete files in the repository; view a log of previous commits; and compare versions of a file. Plus, see how to undo changes to files and ignore certain files in a Git repository.",Course,2021-02-11 08:43 UTC,N/A,false,N/A,
First Look: Java 10 and Java 11,"Java 10 and 11 have arrived and developers are eager to use the new features in their projects. This course reviews the latest and greatest versions of Java, released in March and September 2018. Instructor Kathryn Hodge starts with the most noteworthy enhancements in Java 10, such as local variable type inference with the var keyword, application class-data sharing (CDS), thread-local handshakes that enable pausing of a single thread, and Gral, the experimental just-in-time compiler. Then she moves onto Java 11, which allows var to be used for lambda parameters; standardizes the HTTP client; and enables the Java launcher to run a program supplied as a single file of Java source code. Many other performance and security enhancements are reviewed along the way. This course is a great resource for any developer who wants to get up to speed quickly with the latest developments in the Java platform.",Course,2019-01-01 13:44 UTC,N/A,false,N/A,
Build with AI: Create Deterministic MCP Agents,"<p>Explore the intricacies of building deterministic model context protocol (MCP) agents in this comprehensive course. Start with foundational topics such as PMAT and the Toyota Way before delving into the complexities of certainty-scope tradeoffs and field service management (FSM) quality metrics. Learn about the MCP protocol architecture and gain insight into survivorship-adjusted language popularity. Master the six essential quality metrics and test types needed for creating robust agents. Engage with agentic AI for property testing and fuzz testing to ensure your agents perform as expected. Discover how to utilize tools like Claude with PMAT for enhanced testing practices. To solidify your learning, review project examples that showcase practical implementations of these concepts. This advanced level course is tailored for individuals passionate about AI, specifically those who want to deepen their understanding of MCP agents and their applications.</p><p>This course was created by Noah Gift and Pragmatic AI Labs. We are pleased to host this training in your library.</p>",Course,2025-09-24 06:41 UTC,N/A,false,N/A,
Be the Manager Who Fights for Their Team,"People remember the manager who fights for them, the leader at work who shines a light on the team. But most employees don’t feel that kind of connection, be it to management or their job or company in general. In this course, HR expert Laurie Ruettimann shows you how to become the type of manager you’ve always wanted to be.<br><br>Learn how to fight for your team, recognize their success, secure resources, and clear a path for innovation. Develop talent by prioritizing well-being and providing opportunities for employees to grow. Explore what it takes to be a next-level leader, even during challenging times, promoting inclusion, staying connected and supportive, and showing your gratitude on a day-to-day basis. The new remote and hybrid world of work calls for a new approach to management. Join Laurie to help everyone on your team feel safe, valued, and praised.",Course,2022-09-13 07:42 UTC,N/A,false,N/A,
Windows Server 2016: DHCP,"Dynamic Host Configuration Protocol (DHCP) is the heart of dynamic IP addressing, and a fundamental concept for any network administrator. This course explains how DHCP works in the context of a Windows environment, and how to manage, secure, and troubleshoot DHCP on Windows Server 2016. Ed Liberman shows how to install the DHCP server role; configure settings such as scopes, clients, and reservations; and advanced features, including DHCP failover and working in a routed environment.",Course,2018-10-29 20:53 UTC,N/A,false,N/A,
"Windows Server 2019: Manage, Monitor, and Maintain Servers","How healthy is your Windows Server? Everyone wants a perfect system, with no vulnerabilities or errors. But a key part of managing a Windows Server-based network is keeping it up to date and recognizing when things go wrong. In this course, Scott Burrell provides you with the knowledge and skills needed to keep Windows Server 2019 running properly and, when necessary, take steps to diagnose and resolve issues. Classic tools such as PowerShell are joined by Windows Defender Advanced Threat Protection (ATP) and the new Windows Admin Center to provide a complete toolset to keep servers running in peak condition.",Course,2018-12-25 14:17 UTC,N/A,false,N/A,
Learning Python (2020),"Python—the popular and highly readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.",Course,2020-04-16 15:50 UTC,N/A,false,N/A,
Comparing Agile versus Waterfall Project Management,"Agile and waterfall are the two most popular project management approaches. Choosing the right approach can impact your budget, your schedule, and your project’s success. In this course, industry experts Chris Croft and Doug Rose join forces to review the similarities, differences, and best uses of agile and waterfall. They explain which method is best for large-scale projects, which method is more cost efficient, and which projects are suitable for each style—or combination of styles. Chris and Doug review real-life examples and give frank advice about the pros and cons. The lessons are designed for project managers that know the basics of agile and waterfall, but are interested in direct comparisons that will help them feel more confident choosing one approach over the other.",Course,2019-09-21 10:05 UTC,N/A,false,N/A,
Cybersecurity Foundations (2020),"Set a rock-solid foundation for your network, users, and data by learning about the basics of cybersecurity. Security expert Malcolm Shore describes how to assess and mitigate risks using various cybersecurity frameworks and control standards, such as NIST, COBIT 5, and the Payment Card Industry Data Security Standard (PCI DSS). Malcolm details pertinent cyber threats and how they operate, including how cyber criminals hide their attacks, how advanced persistent threats (APTs) work, and even how to determine what's real and what's merely cyber fear, uncertainty, and doubt (FUD). Throughout the course, he also covers managing cyber risk; selecting and applying controls; and the overall cybersecurity lifecycle, from managing defense to responding to cybersecurity incidents when they occur.",Course,2020-10-22 06:48 UTC,N/A,false,N/A,
Creating a Culture of Learning (2020),"When you deliberately engage employees through learning, they’re 48% more likely to find purpose in their work. But learning and development need to be intentional—and continual—to succeed. This course explores the core mindsets, key questions, tested approaches, and building blocks to help you create or maintain and drive a learning culture in your organization. Discover why a culture of learning is so beneficial to organizations big and small, how to gain buy-in from the top down, how to embed learning into the flow of work, and how to keep current with learning trends. Instructors and L&D pros Naphtali Bryant and Jason Mulero also help you address some challenges and identify metrics that show the impact of your initiatives.",Course,N/A,N/A,true,N/A,
Nano Tips for Interpersonal Communication with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.  In this course, award-winning leadership strategist and peak performance educator for Fortune 500 companies Shadé Zahrai shares tips for improving interpersonal communication skills. Shadé explains the importance of choosing words that foster collaboration, shows how you can transform your communication with positive reinforcement, describes the biggest conversation buzzkill, and more.",Course,2025-10-15 13:16 UTC,N/A,false,N/A,
Body Language for Leaders (2015),"Research shows that when your verbal and nonverbal signals are out of alignment, people are forced to choose between what they hear and what they see. And subconsciously, they'll believe your body language. In this course, workplace body-language expert Carol Kinsey Goman, PhD, reveals how body language is perceived and often misread, and shares the six nonverbal signals you need to know to make a positive first impression. She also discusses the importance of body language for leaders, and shows how you can establish leadership presence. Lastly, she provides simple and effective tips on communicating with gestures and stance.",Course,2018-09-14 11:38 UTC,N/A,false,N/A,
Product Management First Steps,"<p>Behind every successful technology product lies the guiding hand of the product manager. Product managers are critical leaders who coordinate all aspects of product development, from making the business case to deciding when and if a product should be retired. In this course, principal staff instructor and former Adobe Principal Product Manager Doug (Rich) Winnie provides a comprehensive overview of product management and takes you through the six stages of the product life cycle (PLC): research, plan, build, release, refine, and retire. He also explains the day-to-day activities of a product manager, introduces you to the members of the product team, walks through interactive ways to help define your product, and outlines the skills a product manager needs to have to be successful. Whether you want to become a product manager or simply become a better member of a product team, this course will help you understand how a good process brings better products to life.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/aha-product-management-professional-certificate"" target=""_blank"">Professional Certificate</a> from Aha!.</p>",Course,2022-02-04 09:29 UTC,N/A,false,N/A,
Programming Foundations: Discrete Mathematics,"What is discrete math, and how does it apply to programming? Math is an important part of all programming. Discrete mathematics is the study of mathematical structures that are unique (aka discrete). Think integers, graphs, and logical statements—things we use a lot in programming. Discrete math can be used for software design specifications, analysis of algorithms, and other practical applications, but it's really a great tool to develop as a programmer. Put simply, it's a building block for logical thinking.<br><br>

This course relies on an open-source SML (standard machine language) library to demo the concepts behind discrete math. Peggy Fisher shows you how to manipulate sets of data, write proofs and truth tables, analyze data sequences, and visualize data using graph theory. Challenges at the end of every chapter allow you to test your knowledge. By the end of the course, you should be able to make the leap from theory to using discrete math in practice: saving time and resulting in code that's cleaner and easier to maintain in the long run.",Course,2019-04-15 07:53 UTC,N/A,false,N/A,
Excel: Introduction to VBA,"Excel macros allow you to automate routine tasks. Although working with macros involves the Visual Basic for Applications (VBA) programming language, you don’t need to be a programmer to use it. In this course, Excel guru and Microsoft content developer Chris ""Smitty"" Smith provides a quick introduction to macros and VBA. He walks through the steps of recording a basic macro, then demonstrates how to edit macros, including testing and adjusting, and making recorded macros dynamic. Learn how to do more with Excel using macros.",Course,2019-10-02 08:05 UTC,N/A,false,N/A,
What Is Copilot? An Overview of Microsoft’s AI Tools,"In this course, Jess Stratton introduces you to Microsoft Copilot tools across diverse platforms and applications. Learn how to effectively use Copilot with different account types, including free accounts, Copilot Pro subscriptions, and business enterprise accounts. Discover how to enhance your productivity by incorporating Copilot into everyday tasks within Office applications like Word, Excel, PowerPoint, and Outlook. Explore ways Copilot can help streamline communication and information access within an organization. Gain insights into managing subscriptions and licenses to unlock features tailored to your personal or professional needs. Whether you're a student, business professional, or part of an enterprise, you'll benefit from mastering these AI-assisted tools to optimize your workflow and collaborations.",Course,2025-10-19 07:10 UTC,N/A,false,N/A,
Excel 2013: Shortcuts,"Discover over 65 tips, tricks, and shortcuts in Microsoft Excel. In this course, Curt Frye reveals how to invoke commands, manage and organize data, and build formulas in Excel. Curt shares his power shortcuts for saving time on basic tasks, from entering data and selecting cell ranges to summarizing data with charts and tables and quickly finding information.",Course,2020-03-03 08:48 UTC,N/A,false,N/A,
Remote Work Foundations (2018),"When you unlock the power of remote work, you can ditch your commute, work where you focus best, and spend more time doing things you love, all while advancing your career. In this course, coach Mike Gutman from FlexJobs shows how to use today's cloud-based communication and collaboration tools to get work done from anywhere, while remaining connected to your organization. He reveals how you can create a productive work environment at home or around town by structuring your day correctly and avoiding distractions. He also explains how to build rapport with remote colleagues so you feel like you're part of the team and succeed in your remote career. Watch this course to learn how to work productively, when and where you want, and achieve the freedom and flexibility you need for a more balanced life. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2020-10-11 13:00 UTC,N/A,false,N/A,
SQL Essential Training (2018),"Whatever database application you create—whether it's for bookkeeping, sales, inventory, or even the lowly to-do list—it's all about the data. Completely updated for 2018, <i>SQL Essential Training</i> is designed to help users understand the most common language for database wrangling, SQL. Instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and using subselects and views. He offers a solid working knowledge of the language and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple and complete database application using SQL.",Course,2018-08-23 17:55 UTC,N/A,false,N/A,
API Testing Foundations,"The ability to quickly and effectively test APIs is a critical skill for software testers and QA engineers. In this intermediate-level course, instructor Dave Westerveld covers the basics of API testing, sharing how to work with several industry-standard tools for testing APIs at scale in an organization. After providing a primer on web services and important API terminology, Dave shows how to use Postman for some basic API exploration. He then goes over some basic approaches and methodologies used in testing GET, POST, PUT, and DELETE requests; discusses some of the details of performance and security testing; and more.",Course,2025-01-09 13:47 UTC,N/A,false,N/A,
Integrating AI into the Product Architecture,"This course equips developers, machine learning engineers, and AI engineers with the essential knowledge and practical skills to seamlessly integrate AI models into product architectures. Explore effective collaboration techniques with data science teams, best practices for comprehensive model testing and validation, and proven architectural patterns for scaling and deploying AI-powered applications. The course also covers crucial UX/UI considerations to build trustworthy, interpretable, and ethical AI-infused products.",Course,2025-06-07 10:58 UTC,N/A,false,N/A,
Cantonese for Absolute Beginners,"<p>Brand new to Cantonese? This course is a simple but comprehensive audio course designed to be the easiest way to start learning and speaking Cantonese. Learning Cantonese can be easy or hard, and it all depends on HOW you start. Start the hard way (reading grammar and memorizing words), and you’ll quickly think, “Languages are just not my thing.” Start easy, and you’ll be shocked by how much Cantonese you’ll learn. Listen to real native speakers to get accustomed to the flow of Cantonese. Hear everyday conversations to learn practical dialogue. And start speaking from your first lesson. This course also includes a PDF that covers everything from the audio tracks and much more.</p><p>This course was created by InnovativeLanguage.com. We are pleased to host the course in our library.</p>",Course,2025-11-13 05:56 UTC,N/A,false,N/A,
JavaScript and JSON: Integration Techniques,"JavaScript Object Notation (JSON) has replaced XML as the core way of sharing data, especially when it comes to JavaScript, since it's so much faster, sleeker, and easier to parse. In this course, dive into working with JSON tools, designing JSON objects, and using different ways to handling JSON data. Author Ray Villalobos also shows how to use AJAX and jQuery to parse your data and feeds, and shows JavaScript and JSON in action in a real-world practical application.",Course,2019-01-03 22:02 UTC,N/A,false,N/A,
Sustainable Employee Engagement,"At a time when burnout abounds, what can you do to keep your team engaged? In this course, author, educator, and coach Dr. Todd Dewett teaches you how to understand and build a highly engaged team and create sustained engagement. Todd has designed this content to help leaders at all levels, as well as individuals who aspire to lead. He addresses baseline issues like recognition and rewards, gamification, and removing pain points. Todd also focuses on higher-level tactics that lock in elevated levels of engagement and a few key practices that make engagement truly sustainable. He offers practical instruction and includes many actionable steps you can implement immediately to take your understanding of employee engagement to the next level.  
 <br><br>
Note: This course was created by Todd Dewett. We are pleased to host this training in our library.",Course,2024-04-27 14:15 UTC,N/A,false,N/A,
Agile Software Development,"The agile approach—which emphasizes continuous delivery and improvement, collaboration, and openness to change—can help professionals enhance both their productivity and the quality of their final products. In this course, learn the fundamentals of agile for software developers, as well as why this approach is uniquely suited for software engineering. Instructor Shashi Shekhar discusses key principles of the agile approach from the perspective of developers. He then reviews scrum—a hugely popular agile framework—and discusses scrum principles, roles, and events. He also looks at how you can complement your scrum implementation with Kanban; takes a deep dive into extreme programming (XP); and shares how you can apply XP to be more effective and efficient in a development team. Throughout this course, Shashi shares practical examples that can help reinforce the concepts covered in this course.",Course,2022-01-18 06:28 UTC,N/A,false,N/A,
"Advanced AI Analytics on AWS: Amazon Bedrock, Q, SageMaker Data Wrangler, and QuickSight","<p>Discover how to elevate your data analytics skills using AI-enhanced tools on AWS. In this course, MLOps expert Noah Gift shows you how to integrate Amazon Bedrock for advanced code analysis and Amazon SageMaker Data Wrangler for efficient data processing. Find out how to use Amazon Q and QuickSight. Explore practical examples and real-world scenarios where AI can optimize your existing workflows and reduce costs significantly. Learn how to automatically detect anomalies, generate visual stories, and create a comprehensive data narrative. Step through the methodology for leveraging AI to enhance traditional processes and improve overall performance. This course provides valuable insights into making your analytics pipeline more efficient and cost-effective. When you complete the course, you'll be equipped to apply AI tools to drive decision-making and achieve better business outcomes. </p>

<p>This course was created by Noah Gift and Pragmatic AI Labs. We are pleased to host this training in our library.</p>",Course,2025-05-11 06:26 UTC,N/A,false,N/A,
Rock Guitar Lessons: Teach Yourself to Play,"<em>Rock Guitar: Teach Yourself to Play</em> provides a completely new approach to learning guitar, for students who want to play in the rock style. By starting on the 6th string, you are immediately able to play riffs and licks—the kind of progress that inspires you to continue learning. The videos feature clear well-paced instruction along with close-up examples of fingering and strumming. Find out how to hold your guitar, read music and tablature, play simple and advanced chords, and play different strings and notes together. Instructor and guitar virtuoso Jared Meeker also demos some popular rock and blues licks and tricks, and introduces the E minor and A minor pentatonic scales—5-note scales that are critical to playing rock guitar. Learning guitar has never been easier or more fun. This course is a great choice for today's beginning guitar students.",Course,2019-08-05 07:59 UTC,N/A,false,N/A,
Windows Server 2019: Implementing Group Policy,"Group Policy is a major part of Active Directory and the key to consistent and secure Windows account configuration. In this course, Ed Liberman shows how to configure and manage Group Policy in Windows Server 2019. Ed covers processing for a Group Policy object, which determines the order in which policies are read and applied, including the default order and exceptions like block inheritance. He reviews critical settings that IT admins need to be able to configure, including Administrative Template files, folder redirection, and scripts. Plus, learn how to quickly troubleshoot Group Policy issues and configure passwords and account lockout policies.",Course,2019-03-12 09:28 UTC,N/A,false,N/A,
Learning Azure Durable Functions,"<p>If you’re already familiar with Azure Functions, you may be curious to learn more about Durable Functions. As an extension of Azure Functions, Durable Functions excel at long-running, stateful workflows that need to be done in a serverless computing environment. This is especially true when you need to define such a stateful workflow, as the Durable Functions extension manages a lot behind the scenes for you, allowing you to focus more intently on the code.</p><p>In this course, instructor Adrienne Tacke gives you an overview of what Durable Functions are, how they differ from Azure Functions, when to use Durable Functions, and common patterns and situations suitable for using Durable Functions like a pro. Get a breakdown of how Durable Functions work by exploring several real-world use cases of Durable Function patterns in actions, including function chaining, fan-out/fan-in, async HTTP APIs, monitors, human interactions, aggregators, and more.</p>",Course,2024-12-30 09:43 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Miss Excel (2021),"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with 750,000+ followers on TikTok—as she shares tips and answers to common questions about Microsoft Excel, all set to a beat. Topics include fixing data in Excel (PivotTable), the filter function in Excel (VLOOKUP), VBA basics in Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2022-02-28 07:28 UTC,N/A,false,N/A,
Electronics Foundations: Fundamentals,"Working with electronics can be a ton of fun, but it can also be a bit confusing—especially when you're first learning. In this course, electrical engineer Barron Stone uses easy-to-understand analogies to break down the fundamental concepts of voltage, current, resistance, and power. After you review the science behind electricity, Barron applies those concepts to build basic circuits. He explains the differences between the ideal, theoretical power sources that we often consider when designing circuits and the physical limitations of the real-world power sources that we actually use to build them. He also shows you how to use the go-to tool for debugging electronics—the digital multimeter—so you can measure the actual voltage and current in your circuits.",Course,2019-06-11 22:05 UTC,N/A,false,N/A,
Creating a Serverless Application Using React in AWS,"React is one of the key technologies that the new and modern web is being built upon. In this course, instructor Brett McLaughlin shows you how React and a complete web development ecosystem work together in building applications. Brett goes through all the steps in getting your React app set up, deployed, connected, and supported. Next, he steps you through creating React components to organize and display your content. Brett teaches you how to add cloud services like a database using JSON data and encourages you to ensure your code works on the cloud platform you're targeting. He covers how to interact with AWS and DynamoDB through the command line, then how to create and use a DynamoDB table. Next, Brett goes into how to create, load, and test a new role that can execute Lambda functions and interact with DynamoDB. He walks you through creating and deploying an API gateway. Brett concludes by showing you how to connect your React code to an API Gateway endpoint.",Course,2023-05-16 14:06 UTC,N/A,false,N/A,
Scrum: Advanced (2017),"Once you've mastered the basics of scrum, you're ready to take a deeper dive into the popular framework. In this course, learn advanced scrum techniques that can make you and your team even more effective. Kelley O'Connell kicks off the course by reviewing some scrum fundamentals, and explaining how to maximize the effectiveness of your product owner and scrum master roles. Next, Kelley goes into the product owner role, discussing specific ways that you can enhance your product owner skills to make your products unbeatable. She then explores the scrum master role, providing ways that scrum masters can fine-tune their techniques to become better team advocates, and remove impediments that stand in the way of their team's success.",Course,2019-01-08 08:35 UTC,N/A,false,N/A,
Data Visualization: A Lesson and Listen Series,"<p>Follow along with expert Bill Shander in this series exploring key themes in data visualization, data storytelling, and information design. Each episode is broken into two segments: a short lesson and a listening session where Bill interviews data storytelling and visualization experts about the episode theme. These conversations reveal the creative process, explore techniques and technologies used by working professionals, and illuminate some of the common challenges they face. This series is perfect for anyone interested in how information is presented to the mass market, including professionals in all levels of analytics, data science, and communications.</p><p>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.<p>",Course,2024-02-18 08:18 UTC,N/A,false,N/A,
First Look: Python 3.9,"Python, like any modern language, is always evolving. In this course, instructor Claire Burn dives into Python 3.9, highlighting the new features, improvements, and deprecations packed into this release. Learn about the significant Python Enhancement Proposals (PEPs) included in Python 3.9, as well as how to distinguish which modules are new (and why they are notable). Discover which modules have been deprecated and why this was necessary. Plus, get tips for overcoming common challenges while porting from Python 2 to Python 3.9, or Python 3.x to Python 3.9.",Course,2021-07-31 11:59 UTC,N/A,false,N/A,
Communication for Product Managers,"As a product manager, you serve as the  diplomat of the product team. You're tasked with communicating with stakeholders inside the product team, outside the product team, and even outside the company. By understanding how to communicate with each of these stakeholders in terms of what they care about, you'll be able to build better products and get more accomplished.<br><br>In this course, Jay Clouse reviews the roles and responsibilities of the typical product team and explains the nuances of communicating with each group of stakeholders, including senior leaders, company partners such as sales and marketing, and customers themselves. The course includes real-life scenarios that show these communication strategies in action during phases of product management—including customer discovery, road mapping, and sprint planning.",Course,2022-02-04 09:28 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-10-29 08:05 UTC,N/A,false,N/A,
Nano Tips to Speak Up in Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, behavioral strategist and peak performance educator for Fortune 500s Shadé Zahrai teaches you quick tips for speaking up in meetings and making your voice heard. Learn how to avoid mistakes that harm your credibility and influence, speak up when you can’t find your turn, contribute value with strategic questions, claim back credit for overlooked suggestions, and more.",Course,2023-11-21 06:19 UTC,N/A,false,N/A,
2D Animation: Tips and Tricks,"One way to learn animation is an all-in-one course, the kind you can find here in our library. The other path is on-the-job training, and involves picking up tips and tricks as you work. This course will give you that ""on the job"" experience in weekly doses. Every Tuesday, instructor Dermot O' Connor reveals a tip or trick that animation professionals use to save time and create more compelling characters. Learn to use delays, overshoots, and leading gestures to create looser, more realistic movement; draw different mouth shapes for male and female characters; create different styles of walks such as staggers; and more.",Course,2020-11-24 17:44 UTC,N/A,false,N/A,
Having Difficult Conversations,"Conflict is inevitable—in work and in life. Managers must address performance issues, and colleagues with competing priorities must figure out how to work together. These situations call for having difficult conversations. In this course, Marlene Chism explains how to have difficult conversations, build your communication skills, and improve your relationships, teamwork, and business performance. She explains how to identify underlying differences in work styles, goals, and power dynamics and change the way you view conflict. She provides a model to move the conversation in a positive direction and to determine next steps. Plus, learn how to check for resistance with a single useful phrase.",Course,2021-02-27 08:32 UTC,N/A,false,N/A,
Dealing with Microaggression as an Employee,"In this course, Toni Lowe, a sought-after speaker and senior HR leader specializing in diversity, inclusion, equity, and belonging, teaches you how to identify and address everyday, subtle, intentional and unintentional actions or behaviors that perpetuate bias toward marginalized groups in the workplace. Toni defines microaggression and identifies the three distinct types of microaggressions: microassaults, microinsults, and microinvalidations. While the word ""micro"" means ""small,"" each instance of microaggression has a big impact on the employee experience, physical health, and psychological well-being. Toni provides actionable steps you can take to create safe spaces in the workplace for coping and developing a support system. She discusses how to effectively address past behaviors directly with the offender or through a third party, then walks you through how to deal with microaggressions in real time. Toni concludes with her three-step framework for dealing with microaggression.",Course,2021-03-26 09:06 UTC,N/A,false,N/A,
SQL Server Machine Learning Services: Python,"Learn how to analyze SQL Server data with Python. Database expert Adam Wilbert shows how to use a powerful combination of tools, including high-performance Python libraries and the Machine Learning Services add-on, directly inside SQL Server to streamline analysis. Adam shows how to use Python scripts to perform statistical analysis, generate graphics such as scatterplots and bar charts, and process tabular data. He also explains how to turn a Python script into a stored procedure and set up standalone ML services to execute scripts without impacting SQL Server performance.",Course,2021-04-28 06:37 UTC,N/A,false,N/A,
Learning AutoCAD (2022),"Explore the basics of AutoCAD 2023 in this course designed for beginners. Learn about the interface, drawing and design techniques, generating simple geometry, creating annotations, and building documentation that is suitable for sharing and printing. Autodesk Certified Instructor (ACI) Shaun Bryant demonstrates step-by-step how to create precise drawings for architecture, construction, manufacturing, and more. The course offers foundational knowledge needed to create simple, annotated drawings and prepares the learner to further develop AutoCAD skills.",Course,2023-01-11 05:38 UTC,N/A,false,N/A,
Designing RESTful APIs,"Having a solid understanding of how to correctly build APIs is important for any developer planning on creating websites. In this course, learn how to plan and model your own APIs, and explore the six REST design constraints that help guide your architecture. Keith Casey starts with a simple overview, including advice on identifying the users or ""participants"" of your system, and the activities they might perform with it. He discusses how to validate your design before you build it, and explores the HTTP concepts and REST constraints needed to build your API. To wrap up, Keith goes over some of the most common API design patterns you may encounter.",Course,2019-06-04 07:42 UTC,N/A,false,N/A,
SQL Essential Training (2014),"Whatever a database is being used for—websites, bookkeeping, sales and inventory, or even the lowly to-do list—it's still all about the data. Completely updated for 2014, <em>SQL Essential Training</em> is designed to help users understand the most common language for database wrangling, SQL. Beginning with a quick start introduction for those who want to start working with data immediately, instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and working with subselects and views. He offers a solid working knowledge of the language, and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple CRUD (Create, Read, Update, and Delete) application using SQL.",Course,2018-07-09 09:41 UTC,N/A,false,N/A,
Agile Foundations,"<p>Teams that embrace an agile mindset are often better able to respond to customer feedback and shifting business needs—and have a bit more fun in the process. Interested in bringing the principles of agile to your team? This course can help. Join Doug Rose as he steps through the fundamental concepts you need to know to start thinking like an agile team. Doug goes over the values and principles covered in the agile manifesto, as well as how to enhance communication with user stories and cross-functional teams. Discover how to respond to change the agile way, explore popular agile frameworks, and learn about the common roles on an agile team. Along the way, Doug provides you with some exercises that can help boost your team's agility and productivity.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/atlassian-agile-project-management-professional-certificate"" >Professional Certificate</a> from Atlassian.</p>",Course,2020-01-28 08:09 UTC,N/A,false,N/A,
